1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	42
17	32097
18	40225
19	39993
20	39786
21	40261
22	39666
23	40067
24	39914
25	40114
26	40070
27	39622
28	40328
29	40134
30	39833
31	39530
32	40187
33	39868
34	39948
35	40183
36	40211
37	40262
38	40612
39	41366
40	42003
41	42443
42	42853
43	43876
44	45670
45	48121
46	50095
47	53022
48	56875
49	61623
50	69779
51	78565
52	85037
53	94105
54	102713
55	113791
56	123960
57	136438
58	139992
59	156852
60	374378
61	644446
62	272729
63	34036
64	11251
65	11452
66	11951
67	12456
68	12918
69	13470
70	14273
71	14554
72	15086
73	15360
74	16152
75	16813
76	17439
77	18170
78	18699
79	19793
80	19794
81	19959
82	20251
83	20657
84	21026
85	21386
86	21755
87	22358
88	22882
89	23322
90	23922
91	24189
92	24299
93	24889
94	24899
95	25779
96	28167
97	30352
98	27151
99	28355
100	39213
101	48238
102	33100
103	23580
104	21127
105	25411
106	30937
107	22684
108	15251
109	14087
110	13966
111	13990
112	15785
113	19228
114	18522
115	15002
116	15165
117	16679
118	16566
119	17344
120	17230
121	13056
122	11158
123	11865
124	11560
125	10361
126	9941
127	10253
128	10256
129	10006
130	9720
131	11036
132	15791
133	13074
134	9330
135	8794
136	8916
137	8767
138	8748
139	8722
140	8711
141	8695
142	8551
143	8591
144	8649
145	8514
146	8437
147	8470
148	8560
149	8510
150	8276
151	8129
152	8192
153	8206
154	8107
155	8185
156	8161
157	8220
158	8207
159	8191
160	8241
161	8204
162	8304
163	8344
164	8442
165	8589
166	8390
167	8252
168	8288
169	8290
170	7948
171	7990
172	7879
173	7749
174	7791
175	7689
176	7674
177	7433
178	7616
179	7440
180	7218
181	7234
182	7179
183	7331
184	7223
185	6994
186	6935
187	6821
188	6950
189	6756
190	6763
191	6735
192	6741
193	6835
194	6686
195	6324
196	6479
197	6203
198	6187
199	6137
200	6489
201	6266
202	5889
203	5998
204	5839
205	5681
206	5456
207	6101
208	7318
209	6392
210	5561
211	5415
212	6792
213	7438
214	5648
215	5005
216	4961
217	4727
218	4783
219	4705
220	4650
221	4583
222	4485
223	4426
224	4505
225	4487
226	4333
227	4429
228	4294
